Wavelength[nm]	1712306U3-   13.08.2020  13:17:29  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:29  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:35  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:35  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:35  Int.Delay = 4,48 µs, HWmode=1
368.477	736.954477	778.767497	750.5437085	773.5408695	844.6230034	838.3510504	848.8043054	847.7589799	822.6711679	816.3992149	793.4020539	886.4360234	799.6740069	825.8071444	697.232108	708.7306885	736.954477	722.31992	734.863826	752.6343595	797.5833559	724.410571	783.9941244	754.7250105	717.0932925	764.13294	725.4558965	743.22643	730.682524	710.8213395
368.560	747.1965539	755.6275447	698.7183572	705.0416002	838.8835782	823.0754705	831.5064613	881.0385318	849.4223166	846.2606951	835.7219566	902.1160087	875.7691626	864.1765504	754.5736708	710.3109694	687.1257449	742.9810585	720.8497079	756.6814185	794.6208768	768.2740308	720.8497079	747.1965539	761.9507877	693.448988	753.519797	768.2740308	727.1729509	734.5500678
368.644	732.9534319	741.4024629	786.816004	738.2340763	900.8779214	857.576638	936.7863028	889.2605039	927.281143	918.8321121	811.1069679	872.3624421	934.6740451	952.6282358	701.269566	776.2547154	791.0405195	710.7747258	749.8514938	766.7495556	746.6831072	755.1321381	711.8308547	795.265035	744.5708495	746.6831072	721.3360144	687.5398908	773.0863288	726.6166588
368.728	746.5792711	720.7981164	765.9151372	727.2434051	950.6800791	908.7857027	961.4222269	987.2033815	1075.288993	962.4964416	864.7428968	997.9455293	1113.960725	957.1253677	730.4660495	684.274814	783.1025736	763.7667076	741.2081972	708.9817539	773.4346406	761.618278	795.993151	753.0245598	789.5478623	764.8409224	784.1767884	755.1729894	720.7981164	703.61068
368.811	741.6972245	804.5529215	765.7919083	707.1265911	848.5519093	877.8845679	918.740771	958.5493791	1011.976722	891.5033023	842.2663396	950.1686195	1021.405076	925.0263407	685.1270972	735.4116548	706.0789962	734.3640598	768.9346932	712.3645659	750.0779841	673.6035527	765.7919083	765.7919083	757.4111487	751.125579	717.6025406	692.4602618	747.9827942	728.0784901
368.895	733.6784434	752.7075673	730.5069228	725.221055	907.0549055	831.9955835	871.1110048	880.6255668	905.997732	841.5101455	812.9664596	862.6536164	879.5683932	861.5964429	692.448675	743.1930053	725.221055	656.5047743	760.1077821	710.4206253	760.1077821	697.7345427	730.5069228	751.6503937	749.5360466	722.0495344	745.3073524	690.3343279	715.7064931	763.2793028
368.979	727.5085013	765.3557643	779.0228316	729.611127	788.4846473	841.0502905	889.4106822	885.2054307	856.8199834	877.8462407	859.973922	895.7185594	898.872498	868.3844249	716.9953726	697.0204282	716.9953726	754.8426357	754.8426357	730.6624399	779.0228316	735.9190042	723.3032498	735.9190042	720.1493112	753.7913229	726.4571884	698.0717411	690.7125511	698.0717411
369.062	759.1637295	773.9047728	764.4283878	717.046463	812.8632444	823.392561	856.0334426	782.3282261	872.8803492	839.186536	783.3811578	845.504126	850.7687843	864.4568959	680.1938548	748.6344129	743.3697546	718.0993946	778.1164995	719.1523263	767.5871828	765.4813195	683.3526497	751.7932079	743.3697546	702.3054197	752.8461395	748.6344129	726.522848	720.205258
369.146	747.9916923	794.0219503	736.4841278	761.5915413	845.2829194	812.8525104	819.1293638	812.8525104	834.8214972	774.145248	761.5915413	841.0983505	799.2526614	789.8373814	765.7761102	738.5764123	723.9304211	722.8842789	735.4379856	761.5915413	734.3918434	728.11499	723.9304211	728.11499	697.7768654	776.2375324	764.729968	783.560528	777.2836747	716.6074255
369.230	725.1944214	752.1302142	763.5261266	711.726525	811.18176	726.2304135	824.6496564	771.8140628	802.8938237	800.8218397	739.6983099	813.253744	836.0455687	811.18176	668.2148597	763.5261266	707.5825569	737.6263258	693.0786685	704.4745808	739.6983099	709.654541	742.806286	746.9502541	691.0066844	692.0426765	685.8267243	714.8345011	707.5825569	684.7907322
369.313	748.9870627	733.1856479	765.8419052	748.9870627	774.2693265	805.8721561	861.7038218	870.1312431	817.4598603	809.0324391	809.0324391	905.9477833	821.6735709	856.4366835	730.0253649	765.8419052	740.5596415	722.6513714	767.9487605	710.0102395	782.6967477	739.5062138	751.093918	778.4830371	771.1090435	744.7733521	699.4759629	722.6513714	680.5142652	801.6584455
369.397	736.7433241	719.9991576	757.6735322	762.9060842	882.2082702	814.1850939	850.8129581	892.6733742	850.8129581	802.6734795	775.464209	881.1617598	903.1384782	827.7897292	702.2084808	729.4177513	733.6037929	741.9758761	700.11546	758.7200426	759.766553	722.0921784	782.7897818	772.3246778	820.4641564	795.3479067	729.4177513	738.8363449	707.4410328	736.7433241
369.480	730.5246653	733.6916798	763.2504813	730.5246653	833.9804705	740.0257087	833.9804705	841.3701709	893.0980735	874.0959868	852.9825572	856.1495716	850.8712142	836.0918135	750.5824235	742.1370516	737.9143657	763.2504813	748.4710805	689.3534775	751.638095	759.0277953	776.9742105	761.1391383	773.8071961	759.0277953	683.0194486	778.029882	727.3576509	757.9721238
369.564	724.2820513	730.5528916	756.6813927	700.2438303	779.6744737	754.5911126	812.0738151	819.3897954	807.8932549	808.938395	790.1258742	808.938395	817.2995154	847.6085767	662.6187887	759.8168129	754.5911126	741.0042921	755.6362527	735.7785918	757.7265328	748.3202724	765.0425131	725.3271914	659.4833685	695.0181301	738.914012	760.8619529	761.907093	708.6049506
369.647	773.3230438	751.1375466	737.4036674	668.7342715	812.4117769	832.4843696	786.0004707	845.1617965	772.2665916	838.823083	755.3633556	802.9037067	837.7666308	833.5408218	764.8714258	800.7908022	734.2343107	688.8068641	714.161718	716.2746225	740.5730242	724.7262405	712.0488136	756.4198079	774.379496	758.5327124	742.6859287	749.0246421	632.8148951	674.0165327
369.731	743.594213	727.7280492	807.0588685	718.2083509	817.6363111	801.7701472	813.405334	819.7517996	780.615262	825.0405209	793.3081931	776.384285	812.3475898	803.8856357	721.3815836	758.4026326	673.783092	756.2871441	763.6913539	737.2477475	716.0928623	705.5154198	757.3448884	760.5181212	717.1506066	726.6703049	744.6519573	764.7490982	697.0534657	740.4209803
369.814	735.9309043	746.4442029	712.8016473	769.5734599	791.651387	810.5753245	759.0601612	862.0904878	847.3718698	825.2939426	786.3947377	795.8567065	825.2939426	774.8301092	699.134359	733.8282445	765.3681404	750.6495223	708.5963278	746.4442029	770.6247897	732.7769147	775.8814391	711.7503174	765.3681404	708.5963278	759.0601612	684.415741	708.5963278	771.6761196
369.898	751.9101837	759.4942922	791.9976142	810.4161634	804.998943	749.7432955	809.3327193	855.9208143	804.998943	886.2572482	808.2492753	844.0029295	874.3393634	847.2532617	785.4969498	739.9922989	750.8267396	709.655865	803.915499	767.0784006	743.2426311	737.8254108	775.7459532	769.2452888	773.5790651	787.6638379	789.8307261	728.0744142	732.4081904	720.4903057
369.982	772.2089258	745.7634146	734.1273897	733.0695693	834.6203321	792.3075143	839.9094343	753.1681578	833.5625117	796.538796	803.9435392	815.5795641	817.695205	843.0828957	743.6477737	773.2667462	752.1103373	751.0525169	694.9880332	666.4268812	759.5150804	748.936876	746.8212351	775.3823871	745.7634146	719.3179035	764.8041827	770.0932849	803.9435392	779.6136689
370.065	730.5923199	761.2096281	826.6673215	760.1538589	817.1653983	774.9346284	789.7153978	840.3923218	824.555783	809.7750136	759.0980896	836.1692448	770.7115514	810.8307828	705.253858	744.3173202	740.0942432	741.1500124	800.2730903	750.6519356	724.2577044	742.2057817	750.6519356	730.5923199	764.3769359	756.9865511	765.4327051	713.700012	721.0903967	748.5403971
370.148	765.6273718	743.0139051	754.8590543	754.8590543	874.3873782	791.4713337	844.2360893	873.3105464	838.8519305	844.2360893	778.5493527	845.312921	910.9996576	835.6214353	746.2444003	732.2455876	794.7018289	731.1687559	698.8638035	755.9358861	792.5481654	752.7053908	745.1675686	737.6297464	810.8543051	785.0103432	747.3212321	765.6273718	705.324794	762.3968765
370.232	731.531376	719.7669825	768.963537	785.0058918	891.9549233	818.1600916	820.2990722	847.0363301	854.5227623	819.2295819	821.3685625	787.1448724	870.565117	881.2600202	716.5585116	751.851692	720.8364728	794.6313046	739.0178082	756.1296532	746.5042404	755.0601629	801.0482465	746.5042404	737.9483179	753.9906726	803.1872271	700.5161568	709.0720793	700.5161568
370.315	725.5197317	754.2005996	763.7608889	739.3290385	842.367712	769.0721607	884.8578866	872.1108342	808.3755723	823.2471334	744.6403103	802.0020461	838.1186945	829.6206596	718.0839512	755.262854	811.5623354	742.5158016	821.1226247	741.4535472	759.5118714	705.3368988	786.0682306	751.0138365	717.0216968	721.2707143	758.4496171	758.4496171	752.0760909	715.9594425
370.399	789.0597215	723.0341481	752.2585822	792.3068808	896.21598	790.1421079	875.6506374	852.920522	894.0512071	831.272793	835.6023388	871.3210916	889.7216613	805.2955182	808.5426776	769.5767654	763.0824467	719.7869887	772.8239247	767.4119925	754.4233551	783.6477892	771.7415383	770.6591518	764.1648332	714.3750565	741.4347177	757.6705145	816.1193827	701.3864191
370.482	793.9706581	749.8611771	812.7171875	756.4775992	885.4978312	889.9087793	946.1483676	959.3812119	974.8195302	934.0182603	832.566454	919.682679	896.5252014	888.8060423	738.8338068	732.2173847	778.5323397	724.4982255	755.3748622	750.9639141	777.4296027	753.1693882	779.6350768	771.9159176	793.9706581	769.7104435	796.1761321	738.8338068	726.7036996	718.9845404
370.566	746.6860891	781.3652688	832.3003141	717.4255312	912.4959173	870.230667	984.0217255	987.2728986	1002.44504	981.8542768	907.0772954	929.8355072	978.6031037	951.5099945	771.6117495	771.6117495	761.8582302	748.8535378	730.4302236	740.1837429	784.6164419	796.53741	793.2862369	736.9325698	769.4443008	780.2815445	787.867615	796.53741	748.8535378	745.6023647
370.649	810.8923462	709.8054955	763.6452312	761.447691	954.8312315	909.7816567	939.4484499	936.1521395	970.2140132	943.8435304	841.6579095	914.1767372	1014.164818	958.1275419	761.447691	732.8796679	787.8181738	785.6206335	809.7935761	801.0034152	801.0034152	765.8427714	813.0898865	814.1886566	790.015714	821.8800474	735.0772082	768.0403117	724.089507	765.8427714
370.733	797.5853053	786.9081258	727.1159209	758.0797413	866.9869717	888.3413306	871.2578435	952.4044074	926.7791767	915.0342793	899.0185101	944.9303817	967.3524586	928.9146126	747.4025618	716.4387414	743.13169	759.1474592	694.0166646	735.6576644	793.3144335	764.486049	706.8292799	757.0120233	737.7931003	754.8765874	774.0955105	774.0955105	800.7884591	739.9285362
370.816	758.4941916	771.4969492	792.0846487	793.1682118	931.8642925	932.9478557	947.0341764	951.3684289	993.627391	940.5327976	901.5245249	912.3601562	984.958886	960.0369339	746.5749972	768.2462598	723.8201714	760.6613179	722.7366083	754.1599391	730.3215502	769.3298229	825.6751057	730.3215502	742.2407446	699.9817825	773.6640754	706.4831613	742.2407446	715.1516664
370.899	783.2730899	746.3876536	822.3282578	738.7935931	955.7667482	944.9180905	1010.010037	1075.101984	1093.544702	960.1062113	914.5418488	992.6521846	1076.186849	925.3905065	706.2476199	761.5757744	762.6606402	820.1585263	804.9704054	733.3692642	757.2363113	697.5686937	751.8119824	757.2363113	774.5941637	816.903929	773.5092979	734.45413	753.981714	711.6719487
370.983	792.5211196	764.1388205	777.2383432	708.4658493	957.3567794	865.660121	995.5637205	950.8070181	1004.296736	911.5084502	866.7517479	1003.205109	1042.503677	972.6395558	746.6727903	814.3536573	704.0993418	760.8639399	771.7802087	767.4137012	770.6885818	763.0471936	751.0392979	755.4058054	787.0629851	792.5211196	760.8639399	793.6127465	743.3979097	729.2067602
371.066	856.7782663	788.236005	759.4924761	784.919444	877.7831529	851.2506646	907.6322021	937.4812514	940.7978124	889.9438766	843.5120222	891.049397	883.3107546	882.2052342	756.1759151	752.859354	745.1207116	766.1255981	769.4421592	795.9746474	822.5071357	736.2765489	740.6986302	749.542793	735.1710285	776.0752812	745.1207116	770.5476795	770.5476795	771.6531999
371.149	770.4389386	734.9794059	775.8115951	770.4389386	859.6250361	795.1531584	816.6437843	840.2834728	857.4759736	896.1591002	849.9542545	894.0100376	897.2336315	819.8673782	765.0662822	725.3086242	784.4078455	708.1161235	757.5445631	754.3209692	809.1220653	741.4265937	768.2898761	780.1097203	740.3520624	746.7992501	765.0662822	750.022844	755.3955005	702.743467
371.233	721.0549893	782.2354126	750.5526934	718.8699742	839.0458057	795.3455034	840.1383133	916.6138425	839.0458057	825.935715	854.3409116	840.1383133	795.3455034	829.2132377	751.645201	777.8653824	784.4204278	735.2575876	739.6276178	801.9005487	807.3630865	730.8875573	776.7728748	730.8875573	812.8256243	730.8875573	809.5481016	729.7950498	707.9448986	762.5702766
371.316	775.0462917	760.8752625	759.7851833	776.1363709	791.3974793	783.7669251	868.7931006	857.8923089	861.1625464	874.2434965	790.3074002	868.7931006	852.441913	854.6220713	803.3883502	759.7851833	766.3256584	693.2903538	770.6859751	756.5149458	807.7486669	790.3074002	787.0371626	783.7669251	816.4693003	793.5776377	773.9562126	763.0554208	733.6232832	702.0109872
371.399	749.3908805	837.3580121	806.1797882	750.5043885	866.3092199	828.4499481	792.8176923	838.4715201	844.03906	829.5634561	840.6985361	838.4715201	793.9312003	825.1094241	779.4555963	805.0662802	754.9584205	783.9096283	829.5634561	825.1094241	820.6553922	856.287648	812.8608362	803.9527722	815.0878522	776.1150724	743.8233405	744.9368485	752.7314045	752.7314045
371.483	794.6207268	760.1686393	787.9525808	745.7209897	890.1974855	796.8434421	882.4179819	842.4091061	841.2977485	846.8545368	841.2977485	850.1886098	863.5249017	845.7431791	813.513807	813.513807	792.3980115	740.1642014	775.7276466	782.3957925	786.8412232	767.9481429	779.0617195	730.1619825	762.3913546	810.179734	827.9614566	755.7232087	751.277778	792.3980115
371.566	808.6389004	724.6818561	789.8590352	773.288566	852.8268185	808.6389004	852.8268185	902.5382263	807.5342024	829.6281615	840.675141	868.2925898	884.863059	851.7221205	735.7288356	778.8120557	783.2308475	772.183868	808.6389004	803.1154106	744.5664192	767.7650762	851.7221205	703.692595	751.1946069	763.3462844	782.1261496	800.9060147	756.7180967	699.2738032
371.649	834.6179222	768.2027029	762.6681013	784.8065077	889.9639382	816.907197	876.6808944	884.4293366	894.3916195	863.3978505	813.5864361	912.1023447	845.6871254	846.7940457	796.9826313	759.3473403	771.5234639	761.561181	799.1964719	767.0957826	747.1712168	772.6303842	824.6556393	752.7058184	832.4040815	792.55495	777.0580655	774.8442248	743.8504558	716.1774478
371.733	782.6270104	804.9558837	806.0723274	770.34613	867.476729	905.4358137	875.2918347	871.9425037	887.572715	892.0384897	819.4696514	973.5388774	907.668701	852.9629614	752.4830314	783.743454	845.1478557	781.5105667	751.3665877	804.9558837	844.031412	808.3052147	755.8323624	755.8323624	781.5105667	779.2776794	800.490109	734.6199327	754.7159187	772.5790174
371.816	775.7130462	748.8872348	775.7130462	796.9501469	870.7211282	907.6066189	974.6711474	943.3743674	926.6082353	891.9582289	877.4275811	909.8421032	887.4872603	891.9582289	762.3001405	729.8856184	788.0082097	820.4227318	822.6582161	791.3614362	777.9485305	809.2453104	832.7178954	828.2469268	751.1227191	804.7743419	831.6001533	777.9485305	760.0646562	753.3582033
371.899	780.4148385	790.5794312	815.4262133	780.4148385	1048.082446	932.8837288	1089.870216	1087.611418	1075.188026	954.3423134	948.6953175	1072.929228	1124.881591	1009.682874	801.8734231	799.6146247	842.5317938	789.450032	726.2036775	761.2150523	813.167415	755.5680564	810.9086166	788.3206328	793.9676288	722.81548	790.5794312	808.6498182	765.7326491	718.2978832
371.982	808.3017958	734.0010737	802.6729532	758.7679811	1134.774666	1062.725481	1233.842296	1177.55387	1201.195009	1090.869694	1046.964722	1077.360472	1299.13687	1104.378916	800.4214162	756.516444	824.0625551	764.3968236	806.0502588	748.6360644	739.6299162	793.6668051	800.4214162	824.0625551	779.0318144	766.6483607	779.0318144	779.0318144	756.516444	776.7802773
372.066	791.5556508	748.8902398	788.1873289	754.5041097	1086.845206	986.9183221	1147.475	1175.54435	1172.176028	1019.478767	937.5162673	1091.336302	1226.069178	1134.001713	752.2585618	726.4347604	824.116096	756.7496577	800.5378426	815.1339042	834.2210618	818.5022262	790.4328768	763.4863015	817.3794522	774.7140412	793.8011988	830.8527399	799.4150686	809.5200344
372.149	824.9351077	758.7638423	775.3066587	731.1924818	988.1575621	1020.14034	1043.300283	1043.300283	1053.225973	1013.523214	865.7407213	948.4548029	1146.968599	1012.420359	748.8381525	746.6324437	774.2038042	760.9695512	785.2323485	712.4439566	760.9695512	829.3465253	846.9921961	785.2323485	811.7008546	786.3352029	811.7008546	737.8096083	741.1181716	727.8839185
372.232	785.8618935	781.428258	794.7291645	755.9348538	1129.468645	968.7493581	1061.855704	1041.904344	1061.855704	1023.061393	975.3998114	1009.760487	1156.070458	983.1586735	781.428258	735.983494	722.6825875	776.9946225	762.5853071	775.8862136	804.7048444	744.850765	769.2357603	773.6693958	793.6207556	738.2003118	758.1516716	744.850765	738.2003118	743.7423562
372.315	799.4949843	776.2731382	748.6280835	777.3789404	931.085445	943.2492691	1063.781708	947.6724779	1035.030851	970.8943239	911.1810056	1014.020609	1065.993312	960.9421042	772.9557317	751.94549	777.3789404	792.8601711	792.8601711	761.8977098	818.2936215	785.1195558	748.6280835	779.5905448	828.2458412	800.6007865	763.003512	758.5803032	715.4540177	782.9079514
372.399	839.4761588	740.7794902	776.2659329	764.0674682	918.2117034	807.3165702	915.9938008	972.5503187	961.4608054	942.6086328	890.4879201	920.4296061	968.1145134	904.9042874	761.8495655	740.7794902	789.5733488	779.5927869	740.7794902	760.7406142	780.7017382	776.2659329	810.6434242	798.4449595	787.3554462	816.1881808	782.9196409	738.5615875	740.7794902	755.1958575
372.482	826.990985	746.7773785	789.7086045	765.9834533	865.4031345	895.9069004	900.4259768	929.7999735	887.9985166	912.853437	810.0444484	924.151128	910.5938988	916.2427443	782.9299899	830.3802923	776.1513752	796.4872191	799.8765264	735.4796875	812.3039866	765.9834533	833.7695996	802.1360647	806.6551411	834.8993687	767.1132224	831.5100614	770.5025297	734.3499183
372.565	769.3697556	776.1984813	863.8337937	831.9664074	919.6017198	892.2868172	911.6348732	957.1597108	877.491245	870.6625193	867.2481565	901.3917847	919.6017198	959.4359527	820.585198	787.5796907	825.1376817	775.0603604	787.5796907	818.3089561	797.8227792	823.9995608	789.8559326	821.7233189	801.237142	744.331095	814.8945933	833.1045283	776.1984813	798.9609001
372.648	869.5056084	742.3716291	844.5328625	813.8844925	927.396974	881.9919814	931.9374732	1023.882583	993.2342132	977.3424658	855.8841106	956.9102192	986.4234644	893.3432295	755.9931269	801.3981195	758.2633765	792.317121	792.317121	812.7493676	818.4249917	751.4526276	782.1009976	795.7224954	821.8303662	804.8034939	819.5601165	817.2898669	773.0199991	775.2902487
372.731	789.1612228	836.5786353	801.5800689	811.740943	1033.022202	975.4439149	1069.149754	1038.667132	1074.794684	999.1526211	941.5743345	1007.055523	1106.406292	1036.40916	782.3873067	751.9046844	823.0308032	781.2583207	821.9018172	788.0322368	862.5453136	701.1003138	788.0322368	885.1250339	783.5162927	846.7395094	816.2568871	800.4510829	762.0655585	711.2611879
372.814	793.5660108	833.8031607	874.0403105	746.6226694	994.7517601	927.6898437	986.9278698	1081.932251	1049.518992	944.4553228	1004.811048	1002.57565	1137.817182	967.9269935	785.7421206	811.4491886	784.624422	734.3279847	806.9783941	734.3279847	784.624422	827.0969691	814.8022844	780.1536276	770.0943401	802.5075997	817.0376816	779.035929	746.6226694	766.7412443
372.897	826.5963608	810.700277	857.253094	809.5648424	923.1082986	971.9319847	944.6815552	982.1508958	959.4422045	996.9115451	881.0972198	979.8800266	991.2343723	948.0878589	760.7411563	761.8765908	786.8561512	758.4702871	794.8041931	798.2104968	823.1900572	807.2939733	816.3774498	802.752235	766.4183291	766.4183291	775.5018056	783.4498475	811.8357115	741.4387687
372.981	800.288631	790.172623	817.1486443	745.2125875	946.4087462	849.74467	894.7047054	982.3767745	927.3007311	971.1367657	871.1006868	930.6727338	903.6967125	927.3007311	768.8166062	766.5686044	739.5925831	764.3206026	786.8006203	783.4286177	822.7686487	744.0885867	814.9006425	794.6686265	827.2646522	805.9086354	784.5526186	809.2806381	749.7085911	751.9565929
373.064	754.4543301	802.1040773	807.7766662	744.24367	887.1929115	887.1929115	946.1878365	915.5558562	920.0939274	939.3807298	906.4797139	967.7436745	962.0710856	942.7842832	752.1852945	772.6066147	762.3959546	811.1802196	745.3781878	810.0457018	723.8223498	808.911184	816.8528085	791.8934172	814.583773	857.695449	847.4847888	812.3147374	782.8172748	799.8350417
373.147	837.1321346	824.6714398	798.6172597	775.9614509	896.0372375	903.9667706	991.1916344	1037.636042	980.9965204	969.668616	857.5223625	947.0128072	994.5900057	948.1455977	763.5007561	800.8828406	817.8746972	808.8123737	802.015631	785.0237744	849.5928295	811.0779545	846.1944582	745.3761091	800.8828406	816.7419067	819.0074876	813.3435354	782.7581936	739.7121569
373.230	814.4172755	837.0714417	843.8676916	820.080817	979.7926889	936.749773	1013.773938	1060.214979	1027.366438	974.1291473	936.749773	1067.011229	1079.47102	970.7310224	773.6397763	828.0097752	778.1706095	797.4266508	764.5781098	797.4266508	814.4172755	738.5258186	817.8154004	828.0097752	795.1612342	789.4976926	800.8247757	783.8341511	806.4883173	780.4360261
373.313	804.4168955	839.6385393	841.9109034	802.1445314	1102.096594	1029.380943	1118.003143	1170.267518	1142.999148	1060.057858	1008.929666	1089.598592	1174.812246	1100.960412	816.9148981	780.5570724	763.5143415	840.7747213	804.4168955	801.0083494	790.7827109	778.2847082	823.7319905	803.2807135	746.4716107	812.3701699	816.9148981	785.1018006	766.9228877	777.1485262
373.396	802.8695669	777.364042	790.6712724	788.4534007	1185.452441	1131.114583	1288.583476	1376.18941	1332.940911	1164.382659	1032.419291	1193.214992	1392.823448	1264.186887	776.2551062	726.3529922	741.8780943	851.662745	740.7691584	840.5733864	758.5121323	777.364042	805.0874387	724.1351205	765.1657475	816.1767973	768.4925551	774.0372344	761.8389399	805.0874387
373.479	790.2094344	828.3335737	871.0788209	780.9672188	1498.394205	1401.350941	1570.021376	1549.226391	1581.574146	1305.462954	1177.227213	1439.475081	1702.878226	1445.251465	779.8119418	755.5511258	785.5883266	830.6441276	808.6938656	761.3275106	828.3335737	836.4205124	771.7250031	795.9858191	844.5074511	843.3521741	860.6813284	792.5199883	784.4330496	827.1782968
373.562	837.718365	811.142472	868.9161523	778.789211	1468.606954	1341.504858	1540.246318	1539.090844	1480.16169	1356.526014	1169.33929	1416.610642	1718.189253	1351.90412	800.7432095	823.8526817	766.0790013	763.7680541	794.9658415	797.2767887	761.4571069	799.5877359	895.4920453	793.8103679	814.6088928	790.3439471	849.273101	828.4745761	807.6760512	797.2767887
373.645	824.5713845	815.3711459	798.1206985	793.5205792	1297.233643	1245.4823	1342.084806	1414.536685	1381.18582	1262.732748	1112.078841	1346.684925	1559.440443	1354.735134	799.2707283	762.4697739	762.4697739	770.5199827	799.2707283	818.8212353	833.7716231	786.6204002	824.5713845	790.0704897	817.6712055	841.8218318	813.0710862	811.9210564	798.1206985	795.8206388
373.728	880.005267	800.735863	882.3029309	759.3779132	1267.161631	1166.06442	1270.608127	1345.282203	1349.877531	1279.798783	1107.473991	1269.459295	1437.188758	1249.929152	754.7825854	777.7592242	808.7776866	785.8010478	797.2893672	804.1823589	850.1356365	794.9917033	817.9683422	791.5452075	813.3730144	839.7961491	809.9265186	848.9868046	754.7825854	831.7543255
373.811	789.0768552	777.5406439	853.6796387	787.9232341	1155.928376	1024.415566	1143.238543	1153.621133	1244.757203	1108.629909	990.9605535	1123.626984	1264.368762	1100.554561	795.998582	762.5435691	819.0710047	775.2334016	832.9144583	820.2246258	851.3723964	777.5406439	864.0622289	823.6854892	884.8274093	899.824484	837.5289428	794.8449609	810.9956567	753.3146001
373.894	831.3240243	838.4091722	834.8665982	857.3029	1053.325326	1024.984734	1011.995297	1081.665918	1065.133906	1040.335888	988.3781368	1054.506184	1144.251391	1061.591332	759.2916869	813.6111544	831.3240243	858.483758	843.1326042	827.7814503	769.9194088	805.3451485	843.1326042	852.5794681	834.8665982	879.7392018	802.9834325	834.8665982	764.0151189	831.3240243
373.977	790.8485036	757.1211409	914.1278292	771.077291	957.1592919	930.4100042	944.3661543	969.9524294	949.0182043	912.9648167	876.911429	987.397617	947.8551918	961.8113419	858.3032289	769.9142785	859.4662414	821.0868287	814.1087537	854.8141914	847.8361164	788.5224786	857.1402164	829.2279163	800.1526036	807.1306787	794.3375411	816.4347787	819.9238162	803.6416412
374.060	805.3315262	738.9831903	849.9450625	799.6118421	947.1796928	884.2631673	856.8086834	930.0206404	917.4373353	916.2933985	879.68742	916.2933985	1027.255271	939.172135	861.3844308	785.8846002	849.9450625	774.4452319	795.0360948	839.649631	864.8162412	752.7104322	789.3164107	742.4150007	804.1875894	796.1800316	795.0360948	822.4905786	765.2937373	798.4679053
374.143	842.8504873	848.6632492	888.1900307	864.9389828	931.2044694	889.3525831	947.4802029	921.9040502	924.229155	926.5542598	878.8896116	881.2147163	933.5295742	990.4946416	760.3092671	809.1364678	848.6632492	841.6879349	812.624125	846.3381445	846.3381445	809.1364678	816.1117822	797.5109438	820.7619917	870.7517448	797.5109438	782.3977627	804.4862582	811.4615726
374.226	859.6955498	775.6206407	772.0681797	811.1452502	1088.237204	944.9546126	1002.978141	1027.845368	1102.447048	992.3207586	953.2436881	1014.819678	1020.740446	1047.97598	789.8304845	831.2758622	877.4578545	840.7490914	832.4600159	851.4064742	792.1987918	884.5627764	852.5906279	818.2501721	872.7212399	807.5927892	825.355094	809.9610965	785.0938699	783.9097162
