Wavelength[nm]	1712306U3-   13.08.2020  13:17:29  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:29  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:35  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:35  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:35  Int.Delay = 4,48 µs, HWmode=1
396.218	832.6643299	841.2611593	883.0171877	840.0330408	1013.197747	954.2480595	1021.794576	993.5478509	965.3011259	932.1419269	965.3011259	1077.059908	970.2135998	1029.163287	808.1019603	874.4203583	841.2611593	916.1763866	792.1364201	884.2453061	869.5078844	869.5078844	851.0861072	876.8765953	836.3486854	841.2611593	886.7015431	813.0144343	825.2956191	820.3831451
396.298	928.7471518	851.6574673	867.5648625	829.6318431	1182.04183	1049.888085	1090.268396	1074.361	1189.383704	1124.530478	983.8112122	1180.818184	1253.013285	1180.818184	888.3668409	766.0022623	873.6830914	870.0121541	836.9737179	838.1973636	856.5520504	906.7215277	878.5776746	912.8397566	895.7087156	813.7244479	871.2357999	823.5136142	786.8042406	888.3668409
396.378	863.3041485	874.216701	848.7540786	873.0041951	1160.368076	1045.180022	1184.618193	1199.168262	1177.343158	1157.943064	995.4672836	1173.70564	1374.981607	1235.543437	818.4414329	791.7663047	849.9665844	841.4790436	851.1790902	847.5415728	893.6167942	845.1165611	894.8293	866.941666	839.054032	780.8537523	832.9915029	848.7540786	829.3539854	739.6285542
396.458	793.3287974	887.4525531	867.8943701	858.1152786	1113.594044	1039.028471	1094.035861	1162.489501	1169.82382	1122.150749	1019.470288	1157.599956	1166.156661	1062.253814	798.2183432	875.2286887	882.5630073	888.6749395	875.2286887	837.3347092	815.3317533	863.0048243	864.2272108	869.1167565	899.6764174	836.1123227	861.7824379	833.6675499	867.8943701	831.222777
396.538	840.8139913	844.4644139	918.6896721	803.0929584	1018.467888	981.9636628	1019.684696	962.4947426	1054.972114	1018.467888	974.6628177	1034.286386	1074.441034	1002.649391	845.6812214	817.6946486	924.7737097	832.2963387	832.2963387	835.9467613	873.6677942	832.2963387	814.044226	904.087982	908.955212	859.066104	859.066104	831.0795312	788.4912683	824.9954937
396.618	837.172957	816.4568868	934.6603465	823.768441	1045.552252	967.5623404	974.8738947	996.8085573	1012.650258	1046.770844	954.1578244	1052.863806	1090.64017	1005.338704	817.6754791	877.3865052	801.8337784	866.4191739	816.4568868	882.2608747	850.5774731	848.1402883	853.0146578	878.6050976	850.5774731	870.074951	893.228206	800.615186	835.9543647	874.9493204
396.698	869.1791892	846.0821198	821.7694152	827.8475914	1039.368121	963.9987371	1058.818285	1002.899064	960.3518314	1034.50558	962.7831019	1064.896461	1052.740109	974.9394542	844.8664846	857.0228369	871.6104596	939.6860325	846.0821198	889.8449881	829.0632266	848.5133903	895.9231642	793.8098049	863.101013	802.3192515	923.8827745	865.5322835	905.6482461	883.7668119
396.777	837.1246154	892.9329231	880.8006823	783.7427559	1108.886809	1020.321452	1026.387572	1070.063639	1095.541345	1020.321452	943.8883345	1164.695117	1090.688448	1088.262	789.8088763	793.4485485	858.9626489	884.4403546	869.8816656	935.3957659	824.9923746	841.9775118	898.9990435	852.8965285	897.7858195	885.6535787	954.8073512	815.286582	912.3445084	843.1907358
396.857	861.003873	908.4320525	876.8132662	915.7286955	1193.001129	1134.627985	1275.696416	1280.560845	1276.912524	1137.0602	1110.305842	1207.594415	1399.739347	1276.912524	851.2750157	800.1985148	825.7367652	823.3045509	829.3850867	800.1985148	857.3555515	828.1689796	908.4320525	862.2199802	843.9783727	873.1649447	843.9783727	869.5166232	803.8468363	836.6817297
396.937	885.0487102	923.6865802	962.3244502	811.3952705	1371.644386	1276.257144	1452.542426	1512.914098	1500.839764	1320.932181	1120.498231	1401.830222	1597.434439	1378.888986	848.8257071	859.692608	905.5750786	847.6182736	862.1074749	843.9959733	885.0487102	862.1074749	869.3520755	839.1662395	827.0919052	887.4635771	843.9959733	882.6338433	895.9156111	807.7729702
397.017	817.7237613	812.9065374	812.9065374	830.9711271	1366.887289	1162.155272	1401.812162	1400.607856	1388.564796	1229.596407	1070.628017	1339.188251	1453.597319	1344.005475	863.4873886	843.0141869	812.9065374	882.7562843	844.2184929	881.5519783	827.3582091	828.5625151	864.6916946	886.3692022	824.9495972	800.8634776	833.3797391	787.6161118	858.6701647	836.992657
397.097	886.6995667	829.9990502	849.3013537	764.8537759	1159.344604	1121.946391	1120.739997	1107.469663	1127.97836	1074.897026	1003.719782	1078.516208	1229.315454	1113.501633	872.2228391	815.5223226	837.237414	846.8885657	808.2839588	805.8711708	869.8100511	852.9205356	871.0164451	854.1269296	862.5716873	890.3187486	916.8594159	858.9525054	793.8072311	823.9670803
397.177	877.3169339	861.4984594	826.2110931	852.9808193	1054.970571	1005.081536	1008.731953	1076.873074	1057.404183	997.7807016	984.3958385	1041.585708	1033.068068	1031.851262	845.6799849	772.6716408	885.8345741	866.3656823	781.189281	835.945539	854.197625	862.7152651	807.9590071	857.8480422	839.5959562	814.0430358	855.4144307	829.8615103	824.9942874	801.8749784
397.256	824.3864858	871.3909784	894.290603	807.5130782	1005.172996	903.9325502	956.9632598	978.657641	1018.430673	970.2209372	988.2995882	978.657641	1037.714568	972.631424	814.7445386	856.9280576	871.3909784	814.7445386	878.6224388	825.5917292	836.4389198	906.343037	864.159518	785.818697	881.0329256	866.5700048	840.05465	871.3909784	829.2074594	819.5655122
397.336	862.7344529	860.3245801	884.4233078	828.996234	1012.146565	985.6379643	950.6948091	1031.425547	1027.810738	960.3343002	886.8331806	1029.015674	1039.860102	960.3343002	791.6432061	857.9147073	810.9221882	842.2505343	822.9715521	832.6110432	867.5541984	837.4307887	862.7344529	844.6604071	867.5541984	842.2505343	863.9393893	931.4158269	904.9072264	783.2086513
397.416	876.2070983	905.2125747	897.9612056	823.0303916	997.0632498	962.0149659	949.9293507	975.3091425	952.3464737	962.0149659	906.4211362	1003.106057	963.2235274	971.683458	860.4957986	829.0731992	859.2872371	802.4848459	858.0786756	838.7416913	871.3728522	862.9129216	830.2817607	865.3300447	872.5814138	862.9129216	831.4903222	825.4475147	804.9019689	796.4420383
397.496	868.5200753	881.8075869	855.2325638	837.1132298	1002.603147	899.9269209	1000.187236	1011.058836	989.3156352	1001.395191	915.6303437	986.899724	1040.04977	989.3156352	825.0336738	831.0734518	829.8654962	880.5996313	750.1404267	843.1530078	809.330251	858.8564306	800.8745618	852.8166526	837.1132298	844.3609634	826.2416294	770.6756719	808.1222954	812.9541178
397.575	875.2487203	858.2771385	815.8481839	834.0320216	1075.270935	971.0169321	1076.483191	991.6252815	1054.662585	1030.417469	928.5879775	1037.691004	1149.218541	1020.719422	864.3384177	854.6403709	848.5790917	906.7673723	859.4893943	910.4041398	854.6403709	843.7300683	875.2487203	863.1261619	818.2726956	802.5133696	864.3384177	857.0648826	847.3668359	849.7913476
397.655	903.9566661	883.4121964	873.7442107	835.0722677	1178.285761	1091.27389	1161.366786	1140.822317	1247.17016	1191.579242	1051.393449	1198.830231	1254.421149	1110.609861	795.1918266	905.1651643	847.1572499	850.7827445	872.5357124	838.6977624	885.8291928	816.9447945	867.7017196	877.3697053	808.485307	914.83315	870.118716	825.404282	867.7017196	831.4467731
397.735	884.3528767	844.7011852	820.6698571	807.4526266	1045.362775	960.0515605	1081.409768	1182.341346	1119.859893	1122.263026	968.4625253	1092.223865	1178.736647	1141.488088	824.2745563	829.0808219	809.8557594	892.7638416	775.0103335	873.538779	893.965408	823.0729899	800.2432281	889.1591424	809.8557594	866.3293806	807.4526266	865.1278142	847.1043181	883.1513103
397.814	875.2332836	865.6678925	866.8635664	872.8419358	987.6266287	932.62563	1010.344433	1046.214649	1009.148759	1047.410323	912.299174	1041.431954	1126.324799	1100.019974	803.4928505	830.9933498	799.9058288	822.6236327	833.3846976	862.0808708	813.0582416	783.1663945	840.5587409	856.1025014	866.8635664	885.9943485	793.9274594	830.9933498	888.3856963	830.9933498
397.894	858.5097148	858.5097148	857.2954154	818.4378328	996.9398527	942.2963773	971.4395642	1020.011542	1045.511831	1061.297724	972.6538636	1034.583136	1034.583136	1016.368644	928.9390832	818.4378328	858.5097148	840.295223	794.1518437	858.5097148	863.3669127	797.7947421	928.9390832	841.5095225	879.1528056	846.3667203	828.1522285	897.3672974	830.5808274	833.0094263
397.974	788.433133	844.8355033	883.237117	832.8349989	985.2414037	928.8390334	926.4389325	980.4412019	934.8392856	934.8392856	930.0390838	904.8380248	993.6417567	982.8413028	794.4333852	849.635705	835.2350998	820.8344946	847.2356041	860.4361589	825.6346964	772.8324774	867.6364614	837.6352007	872.4366632	848.4356545	818.4343938	870.0365623	829.2348477	847.2356041
398.054	881.028526	872.5803072	916.0282893	870.1665304	882.2354143	903.9594054	934.1316152	992.062258	936.545392	918.4420661	911.2007358	975.1658205	1002.924254	937.7522804	800.1670037	820.6841064	926.8902848	837.5805439	804.9945573	821.8909948	859.3045349	803.7876689	829.1323251	896.718075	842.4080974	803.7876689	849.6494278	877.4078608	874.994084	815.8565528
398.133	844.3857152	804.8051348	840.7874807	822.7963077	936.7404028	953.5321642	966.725691	959.5292219	909.1539377	982.3180409	922.3474645	957.1303988	1029.09509	955.9309873	809.6027809	847.9839498	809.6027809	859.9780651	801.2069003	819.1980732	794.0104311	837.1892461	823.9957193	832.3916	850.3827729	822.7963077	921.148053	820.3974847	817.9986616	812.001604
398.213	825.8566868	821.0829487	890.3021507	798.4076928	946.3935731	940.4264005	945.2001386	1003.67843	978.6163051	947.5870076	924.9117518	946.3935731	972.6491325	964.2950909	811.5354725	824.6632522	816.3092106	861.6597223	780.5061751	790.0536512	825.8566868	831.8238593	865.2400259	804.3748654	842.56477	790.0536512	849.7253771	838.9844665	831.8238593	738.7359669
398.292	851.1596103	891.862039	824.8227448	810.4571817	1048.686102	940.9443794	979.2525475	955.3099424	1034.320539	968.4783752	897.8476902	1034.320539	1015.166455	988.8295895	816.442833	805.6686607	906.227602	814.0485725	822.4284843	843.9768288	858.3423919	821.231354	876.2993457	802.0772699	866.7223036	775.7404044	829.6112658	791.3030977	837.9911776	817.6399632
398.372	829.7954544	848.871212	844.1022726	842.9100377	1044.397727	995.5160983	1113.547348	1115.931818	1124.277462	1090.894886	1002.669507	1138.58428	1175.54356	1093.279356	819.0653407	808.3352271	782.1060604	803.5662877	861.9857953	853.6401513	844.1022726	827.4109847	883.4460225	907.2907195	859.6013256	883.4460225	807.1429923	908.4829544	811.9119317	785.682765
398.452	854.537836	854.537836	825.934059	839.0441235	1095.286292	1005.899489	1061.915219	1064.298867	1144.151077	1122.698245	992.7894245	1101.245412	1128.657365	1101.245412	830.7013552	855.72966	810.4403465	854.537836	856.9214841	865.2642523	827.1258831	732.971784	854.537836	859.3051321	873.6070206	828.3177071	841.4277715	878.3743168	819.9749388	800.9057542
398.531	887.7337234	838.4151833	858.8643341	814.3573588	1005.617063	987.5736951	975.5447828	1027.269105	999.6026073	1028.471997	928.6320251	1074.181863	1047.718256	998.3997161	797.5168816	881.7192673	792.7053167	834.8065096	786.6908606	850.4440955	848.038313	809.5457939	884.1250498	845.6325306	832.4007271	879.3134849	911.7915479	846.8354218	836.0094008	796.3139904
398.611	865.3383811	848.512357	832.8881918	805.245438	951.8722192	985.5242674	935.0461952	1043.213493	954.275937	960.2852313	948.2666426	1007.157727	950.6703604	932.6424774	769.1896721	876.1551109	862.9346634	876.1551109	811.2547323	880.9625463	841.3012039	829.2826152	879.7606875	902.5960059	873.7513932	873.7513932	846.1086393	876.1551109	826.8788975	842.5030627
398.690	800.7278639	845.5492421	835.8581333	898.8503405	954.574216	914.5983923	914.5983923	938.8261642	966.688102	952.1514388	866.1428483	913.3870037	995.7614284	933.9806098	803.1506411	894.0047861	906.1186721	881.8909001	839.4922991	799.5164753	818.8986929	837.0695219	889.1592317	878.2567343	896.4275633	847.9720193	852.8175737	833.4353561	823.7442473	829.8011903
398.770	894.1189093	886.9276044	841.3826734	813.8160046	946.8551453	852.1696307	878.5377487	942.060942	940.8623912	900.1116634	939.6638404	986.4073222	981.613119	970.8261616	849.7725291	854.5667324	853.3681816	885.7290536	856.963834	858.1623848	853.3681816	768.2710736	872.5449946	819.8087587	788.6464375	805.4261489	815.0145554	940.8623912	827.0000636	804.2275981
398.850	863.9125202	749.9899901	761.8569203	873.4060644	952.9144969	920.8737853	924.4338643	916.1270132	913.7536271	938.6741806	904.2600829	973.0882782	943.4209527	961.221348	863.9125202	798.644404	861.5391341	854.418976	801.01779	850.8588969	857.9790551	812.8847202	809.3246412	823.5649574	766.6036924	848.4855109	831.8718086	806.9512551	821.1915714	759.4835342
398.929	858.9125821	886.2362189	823.2730559	810.2052296	1035.922229	874.3563768	956.3272872	930.1916346	999.0947186	984.8389081	881.4842821	962.2672082	994.3427818	932.567603	868.4164558	798.3253875	832.7769296	785.2575613	787.6335297	801.8893402	850.5966927	826.8370085	868.4164558	832.7769296	822.0850717	847.0327401	830.4009612	800.701356	778.129656	771.0017508
399.009	840.3874946	820.2086988	795.2819511	796.4689391	1018.435693	959.0862932	955.5253293	1039.801476	1043.36244	1033.866536	937.7205095	981.639065	1112.207744	1035.053524	790.5339991	854.6313504	853.4443624	819.0217108	801.216891	814.2737589	852.2573744	801.216891	849.8833985	839.2005066	817.8347228	827.3306267	847.5094225	833.2655666	828.5176147	878.3711101
399.088	862.8363664	768.6870944	792.5223531	821.1246636	998.6973412	976.0538454	1009.423208	1140.517131	1083.31251	1035.641992	995.1220524	1038.025518	1209.639381	1092.846613	802.0564566	780.6047237	819.9329006	812.782323	812.782323	839.0011076	817.5493748	856.8775517	844.9599223	846.1516853	872.3704699	855.6857888	865.2198923	865.2198923	898.5892545	822.3164265
399.168	911.5043265	810.4901573	783.1569115	873.4754628	1023.214114	1027.967722	1012.518496	1070.750193	1114.721067	992.3156618	917.4463364	985.1852499	1063.619781	1106.402253	784.3453135	839.0118051	789.0989215	840.2002071	816.4321673	800.9829414	865.1566489	822.3741772	846.142217	848.519021	816.4321673	884.1710807	855.6494329	829.5045892	849.707423	773.6496956
399.247	873.5574875	837.7559511	831.7890284	816.2750293	1082.399783	930.8399457	998.8628648	1009.603326	1041.824708	1063.30563	893.8450248	1009.603326	1048.985016	1006.023172	806.7279529	897.4251784	862.8170266	813.8882602	834.1757975	787.6338002	824.6287211	821.0485675	850.8831811	760.1859557	812.6948757	853.2699502	852.0765657	866.3971802	852.0765657	799.5676457
399.327	857.8547659	843.6557904	814.0745916	817.6243355	1055.457174	937.1323787	963.1638337	1018.776487	956.064346	932.3993869	867.3207495	980.912553	956.064346	918.2004115	893.3522045	868.5039975	802.2421121	809.3415998	824.7238232	741.8964665	840.1060466	861.4045097	862.5877577	816.4410875	837.7395507	816.4410875	846.0222864	777.3939051	822.3573273	837.7395507
399.406	845.8227551	844.6512554	870.4242479	802.4772676	924.3132323	913.7697354	923.1417327	960.6297218	954.7722235	877.4532459	893.8542411	1046.149197	988.7457137	937.1997286	769.6752771	880.9677449	764.9892785	861.0522506	781.3902737	762.6462791	856.366252	797.791269	836.4507578	830.5932595	834.1077584	773.1897761	856.366252	889.1682425	790.762271	815.3637639
399.486	880.4912959	816.5846696	875.7574718	826.052318	893.5093124	886.4085761	898.2431366	1010.671461	970.4339552	908.894241	884.0416641	940.8475541	879.3078399	925.4626256	755.0449554	791.7320927	783.4479004	763.3291477	803.5666531	901.7935047	848.5379828	876.9409278	897.0596805	900.6100487	842.6207026	829.6026861	865.1063674	858.0056311	827.235774	862.7394553
399.565	864.3207716	824.0095147	805.0395115	807.4107619	893.9614016	870.2488976	912.9314048	912.9314048	921.2307812	930.7157828	856.0213951	1043.350177	921.2307812	883.2907748	837.0513919	821.6382643	874.9913984	847.7220187	833.4945163	821.6382643	837.0513919	834.6801415	837.0513919	842.9795179	854.8357699	806.2251367	818.0813887	842.9795179	824.0095147	850.0932691
399.644	873.8412742	896.3996767	852.4701561	842.9718814	993.7569925	930.8309225	933.2054912	1000.880699	1018.689964	910.6470887	850.0955874	1019.877248	1055.495778	965.2621684	774.1093896	831.099038	860.7811465	858.4065778	768.1729679	823.9753319	827.5371849	876.2158429	821.6007632	854.8447248	819.2261946	867.9048525	856.0320091	768.1729679	803.7914981	789.5440861
399.724	918.0819066	849.2850712	868.2635086	784.0466929	972.644914	913.3372973	966.7141523	993.995656	1024.835617	946.5495626	894.3588599	1043.814054	979.761828	1041.441749	791.1636069	826.7481769	831.4927862	896.7311646	797.0943685	840.9820049	781.6743882	823.1897199	846.9127666	826.7481769	832.6789386	845.7266142	831.4927862	794.7220639	836.2373956	804.2112825
399.803	858.5393307	809.9874513	858.5393307	805.2506826	959.195666	1016.036891	989.9846627	1001.826585	1003.010777	978.1427409	860.9077151	1032.615581	1077.614884	987.6162784	800.5139139	729.4623831	854.9867542	830.1187184	796.9613373	865.6444838	860.9077151	826.5661418	841.9606402	824.1977575	795.7771451	814.72422	823.0135653	865.6444838	834.8554871	899.986057
399.883	889.1509671	850.1323741	846.5852293	760.2713721	949.4524289	903.3395463	947.0876657	992.0181667	1007.389128	891.5157303	944.7229025	956.5467186	989.6534035	982.5591139	814.6609259	830.0318868	812.2961627	863.1385718	843.0380845	774.4599514	839.4909397	851.3147557	857.2266637	789.8309122	815.8433076	827.6671236	819.3904524	827.6671236	866.6857166	841.8557029
399.962	839.7531053	859.8598698	876.4183818	809.0015832	911.9009073	937.9214261	883.5148869	916.6319108	950.9316855	901.2561497	892.9768937	988.7797128	898.890648	936.7386753	791.2603204	823.1945934	746.315788	805.4533306	803.0878289	818.46359	855.1288664	839.7531053	833.8393511	850.397863	882.332136	811.3670849	866.9563749	824.3773443	871.6873784	801.9050781
400.041	856.0372871	850.1417135	845.4252546	814.7682719	952.7246942	900.8436465	946.8291206	1012.859545	951.5455795	960.9784972	889.0524993	998.7101683	981.0234475	1009.322201	794.7233216	818.305616	818.305616	817.1265013	795.9024364	819.4847308	827.7385338	847.7834841	877.2613521	870.1866637	755.8125359	873.7240079	832.4549927	902.0227612	874.9031226	754.6334211
400.121	890.629284	863.353021	846.7500783	785.0820054	927.3929429	885.8855861	961.7847528	1023.452826	932.1366408	885.8855861	971.2721486	979.57362	1004.478034	895.372982	795.7553257	799.3130991	834.8908335	806.428646	711.5546877	787.4538543	859.7952476	819.4738153	807.6145705	839.6345314	857.4233986	735.2731772	860.9811721	793.3834767	801.6849481	864.5389455
400.200	866.6891762	772.2271406	774.5886915	824.1812602	931.6318256	858.4237481	977.682068	919.8240712	981.2243943	948.1626818	922.1856221	956.42811	948.1626818	933.9933765	824.1812602	828.904362	806.4696285	802.9273022	843.0736673	749.7924072	780.4925687	841.8928918	825.3620356	821.8197093	746.2500809	824.1812602	870.2315025	794.6618741	805.2888531	817.0966075
400.279	908.904696	810.9318522	812.1122479	834.5397664	952.5793373	892.3791561	923.0694445	895.9203432	878.2144076	945.496963	865.2300548	951.3989416	963.2028987	914.8066746	823.916205	796.7671037	874.6732205	827.4573921	790.8651251	770.7983981	758.994441	826.2769964	901.8223218	842.8025363	862.8692634	864.0496591	849.8849106	776.7003766	816.8338307	819.1946221
400.359	831.9257451	810.5027646	821.2142548	797.4109431	946.1816415	909.2865083	1003.30959	1031.873564	959.2734629	1003.30959	893.8143556	1030.683398	1002.119424	949.7521382	785.5092872	818.8339237	858.109388	880.7225342	798.6011087	854.5388913	803.361771	846.2077322	897.3848524	758.1354787	815.2634269	853.3487257	811.6929302	871.2012095	864.060216	820.0240893
400.438	843.3310143	811.484948	872.8181127	793.792689	986.0485705	1004.920314	1083.945737	1048.561219	1057.997091	989.5870223	982.5101187	1076.868834	1115.791804	1023.792056	798.5106247	805.5875283	833.8951428	799.6901086	784.3568175	850.4079179	789.0747532	829.177207	835.0746267	857.4848215	809.1259801	863.3822412	817.3823677	827.9977231	848.04895	875.1770805
400.517	814.3662098	817.8814597	851.862208	807.3357102	1041.685699	1111.990695	1130.738694	1198.700191	1219.79169	1161.204193	954.9762029	1163.547693	1236.196189	1156.517193	849.5187081	856.5492078	853.0339579	855.3774578	799.1334606	810.85096	799.1334606	819.0532096	881.1559565	787.4159612	863.5797074	792.1029609	802.6487104	822.5684594	841.3164585	827.2554592
400.597	805.4143483	850.4890835	820.8346525	769.829031	1077.048937	1075.86276	1084.166001	1075.86276	1156.522812	1061.628633	996.3888845	1149.405749	1194.480484	1139.916331	795.9249303	843.3720201	886.0744008	794.7387531	786.4355124	881.3296919	816.0899435	835.0687794	850.4890835	780.5046262	832.6964249	838.6273111	842.1858428	842.1858428	786.4355124	823.2070069
400.676	789.7707383	835.1735947	841.1476548	849.5113388	1035.902012	979.7458479	1014.395396	1050.239756	994.083592	1027.538328	1006.031712	1074.135997	1084.889305	1023.953892	811.2773545	794.5499864	843.5372788	881.7712631	813.6669785	855.4853989	839.9528427	850.7061508	867.433519	854.2905869	873.407579	833.9787827	807.6929185	909.2519393	798.1344224	839.9528427
400.755	866.5848793	860.7057417	788.9802632	864.2332243	897.1563947	931.2553927	948.8928054	974.7610108	899.5080497	939.4861853	871.2881894	1014.739146	1021.794111	965.3543906	794.8594008	797.2110559	856.0024317	778.3978156	859.5299142	805.4418485	833.6617088	866.5848793	840.7166739	808.969331	813.6726411	867.7607068	800.7385384	827.7825713	831.3100538	790.1560908
400.834	806.0874732	856.8367578	878.0806443	800.1863936	937.0914403	882.801508	928.8299289	880.4410762	878.0806443	959.5155428	908.7662582	948.8935995	938.2716562	925.2892811	814.3489846	789.5644503	817.8896324	832.0522234	781.3029389	819.0698483	828.5115757	784.8435866	830.8720075	801.3666095	850.9356782	847.3950304	830.8720075	841.4939508	860.3774055	817.8896324
400.914	825.5018792	849.257329	832.6285141	819.5630168	919.3359058	995.353345	890.829366	970.4101227	921.7114507	875.3883237	903.8948634	954.9690804	979.9123027	946.654673	798.183112	856.3839639	786.3053871	770.8643448	820.7507893	814.8119268	801.7464294	801.7464294	812.4363818	845.6940115	826.6896517	767.3010273	807.6852919	830.2529692	835.0040591	851.6328739
400.993	890.720456	786.2749744	807.3987796	826.1754954	964.6537745	904.8029929	900.1088139	996.3394824	958.7860508	857.8612034	905.9765376	959.9595956	930.6209771	924.7532534	855.5141139	782.7543401	778.0601612	834.3903086	796.836877	794.4897875	861.3818376	859.0347481	875.4643744	780.4072507	834.3903086	846.125756	839.0844876	796.836877	829.6961297	869.5966507
401.072	842.2720785	763.6756589	823.5027843	836.406674	958.4070865	896.2337994	861.0413727	885.6760714	940.8108732	936.1185496	855.1759683	1005.330322	929.0800643	870.4260198	761.3294971	809.4258136	798.8680856	794.175762	732.0024749	816.4642989	796.5219238	760.1564162	824.6758652	815.291218	796.5219238	810.5988945	814.1181371	821.1566225	823.5027843	784.7911149
401.151	801.1144885	831.6555101	858.6725676	795.2412151	971.4394164	852.7992942	877.4670424	946.7716683	876.2923877	917.4053014	873.9430784	929.1518481	939.7237402	958.518215	824.607582	809.3370712	810.5117259	821.083618	792.8919058	791.7172511	817.559654	791.7172511	837.5287835	841.0527475	850.4499849	806.9877619	826.9568914	815.2103446	839.8780928	803.4637979
401.231	834.1405183	834.1405183	818.9743271	836.4737785	946.1370075	907.6382144	897.1385435	974.1361298	926.3042959	928.6375561	789.8085747	926.3042959	978.8026502	907.6382144	785.1420543	800.3082456	837.6404086	807.3080261	834.1405183	785.1420543	803.8081358	846.9734494	877.3058319	792.1418349	818.9743271	780.4755339	846.9734494	881.9723523	846.9734494	816.6410669
401.310	830.351384	879.6791889	831.5258555	790.4193513	870.2834166	851.4918718	910.2154492	920.7856931	923.1346362	941.926181	869.108945	984.2071567	894.9473191	932.5304086	819.78114	855.0152865	853.8408149	817.4321969	809.2108961	813.9087823	863.2365873	811.5598392	831.5258555	786.8959367	824.4790262	832.7003271	800.9895953	828.0024409	811.5598392	843.270571
401.389	790.1517956	818.3295714	810.1110535	774.8888338	919.2999346	886.4258629	902.8628987	958.0443763	913.4295646	935.7369705	943.9554884	898.1666028	936.9110445	932.2147485	767.8443898	830.0703113	848.8554952	834.7666073	801.8925355	852.3777171	785.4554997	798.3703136	879.3814189	819.5036454	799.5443876	793.6740176	823.0258674	764.3221678	841.8110512	833.5925333
401.468	897.6544654	817.8629574	796.7416759	868.3193522	929.3363878	905.8682972	928.1629832	914.0821289	951.6310738	902.3480836	903.5214881	985.6598052	983.3129961	909.3885107	795.5682713	806.1289121	760.3661354	819.0363619	769.7533717	802.6086985	831.9438118	816.6895529	848.3714752	843.6778571	822.5565755	876.5331839	789.7012487	858.932116	827.2501936	727.5108086
401.547	787.975638	849.8463177	869.69163	786.8082666	914.05174	923.3907106	944.4033942	1030.788872	944.4033942	933.8970524	880.1979719	937.3991663	994.6003608	919.8885966	785.6408953	828.833634	872.0263727	813.6578069	790.3103806	808.9883216	782.1387814	752.9544985	842.8420898	831.1683766	810.155693	844.0094611	805.4862077	806.653579	822.9967774	842.8420898
401.626	855.7359914	846.3193643	773.3405039	840.4339723	971.0896739	869.8609321	908.7045191	992.2770849	895.7566567	934.6002437	856.9130698	947.548106	959.3188899	933.4231653	831.0173452	811.0070125	872.2150889	807.4757773	825.1319532	821.600718	861.6213834	787.4654446	802.7674637	865.1526185	747.4447793	828.6631884	818.0694828	800.4133069	836.9027371	892.2254216
401.706	811.9663323	831.9423491	824.8919902	787.2900761	897.7456988	925.9471343	971.7744671	956.4986895	910.6713567	952.9735101	876.5946221	924.7720745	983.5250653	931.8224334	809.6162126	796.6905547	884.8200408	890.6953399	808.4411528	810.7912724	811.9663323	793.1653752	855.4435454	837.8176482	797.8656145	822.5418706	835.4675286	808.4411528	840.1677678	844.8680071
